 IDnum	freq	P(case)	P(+incident)
3533	1	0.0444775	1
3534	1	0.1049	0
3535	1	0.0167767	1
3536	1	0.0444775	1
3537	1	0.113377	1
3538	1	0.0167767	1
3539	1	0.113377	1
3540	1	0.110914	1
3541	1	0.111228	0
3542	1	0.120852	0
3543	1	0.101075	0
3544	1	0.113377	1
3545	1	0.1049	0
3546	1	0.107614	0
3547	1	0.110914	1
3548	1	0.110914	1
3549	1	0.107614	0
3550	1	0.113377	1
3551	1	0.1049	0
3552	1	0.107614	0
3553	1	0.120852	0
3554	1	0.0444775	1
3555	1	0.1049	0
3556	1	0.0444775	1
3557	1	0.0300151	1
3558	1	0.1049	0
3559	1	0.1049	0
3560	1	0.0444775	1
3561	1	0.101075	0
3562	1	0.0444775	1
3563	1	0.120852	0
3564	1	0.111228	0
3565	1	0.1049	0
3566	1	0.1049	0
3567	1	0.111228	0
3568	1	0.107614	0
3569	1	0.0300151	1
3570	1	0.0444775	1
3571	1	0.107614	0
3572	1	0.133493	1
3573	1	0.113377	1
3574	1	0.1049	0
3575	1	0.110914	1
3576	1	0.101075	0
3577	1	0.111228	0
3578	1	0.120852	0
3579	1	0.110914	1
3580	1	0.111228	0
3581	1	0.110914	1
3582	1	0.120852	0
3583	1	0.0444775	1
3584	1	0.101075	0
3585	1	0.133493	1
3586	1	0.113377	1
3587	1	0.0444775	1
3588	1	0.110914	1
3589	1	0.110914	1
3590	1	0.0444775	1
3591	1	0.110914	1
3592	1	0.133493	1
3593	1	0.0444775	1
3594	1	0.111228	0
3595	1	0.111228	0
3596	1	0.113377	1
3597	1	0.1049	0
3598	1	0.113377	1
3599	1	0.0167767	1
3600	1	0.133493	1
3601	1	0.0167767	1
3602	1	0.110914	1
3603	1	0.101075	0
3604	1	0.111228	0
3605	1	0.120852	0
3606	1	0.1049	0
3607	1	0.1049	0
3608	1	0.111228	0
3609	1	0.113377	1
3610	1	0.133493	1
3611	1	0.1049	0
3612	1	0.111228	0
3613	1	0.133493	1
3614	1	0.110914	1
3615	1	0.133493	1
3616	1	0.133493	1
3617	1	0.113377	1
3618	1	0.113377	1
3619	1	0.120852	0
3620	1	0.111228	0
3621	1	0.113377	1
3622	1	0.107614	0
3623	1	0.1049	0
3624	1	0.111228	0
3625	1	0.120852	0
3626	1	0.111228	0
3627	1	0.0300151	1
3628	1	0.107614	0
3629	1	0.111228	0
3630	1	0.113377	1
3631	1	0.133493	1
3632	1	0.0444775	1
3633	1	0.120852	0
3634	1	0.101075	0
3635	1	0.0444775	1
3636	1	0.1049	0
3637	1	0.111228	0
3638	1	0.120852	0
3639	1	0.111228	0
3640	1	0.133493	1
3641	1	0.101075	0
3642	1	0.0444775	1
3643	1	0.120852	0
3644	1	0.0444775	1
3645	1	0.133493	1
3646	1	0.133493	1
3647	1	0.133493	1
3648	1	0.110914	1
3649	1	0.133493	1
3650	1	0.113377	1
3651	1	0.113377	1
3652	1	0.113377	1
3653	1	0.101075	0
3654	1	0.1049	0
3655	1	0.120852	0
3656	1	0.0300151	1
3657	1	0.0444775	1
3658	1	0.1049	0
3659	1	0.133493	1
3660	1	0.113377	1
3661	1	0.0444775	1
3662	1	0.110914	1
3663	1	0.120852	0
3664	1	0.111228	0
3665	1	0.1049	0
3666	1	0.110914	1
3667	1	0.133493	1
3668	1	0.107614	0
3669	1	0.133493	1
3670	1	0.101075	0
3671	1	0.120852	0
3672	1	0.111228	0
3673	1	0.101075	0
3674	1	0.101075	0
3675	1	0.110914	1
3676	1	0.107614	0
3677	1	0.113377	1
3678	1	0.113377	1
3679	1	0.111228	0
3680	1	0.111228	0
3681	1	0.111228	0
3682	1	0.113377	1
3683	1	0.0444775	1
3684	1	0.111228	0
3685	1	0.1049	0
3686	1	0.0167767	1
3687	1	0.120852	0
3688	1	0.111228	0
3689	1	0.0444775	1
3690	1	0.133493	1
3691	1	0.133493	1
3692	1	0.0444775	1
3693	1	0.133493	1
3694	1	0.0444775	1
3695	1	0.101075	0
3696	1	0.110914	1
3697	1	0.107614	0
3698	1	0.0300151	1
3699	1	0.101075	0
3700	1	0.133493	1
3701	1	0.113377	1
3702	1	0.113377	1
3703	1	0.113377	1
3704	1	0.101075	0
3705	1	0.133493	1
3706	1	0.113377	1
3707	1	0.107614	0
3708	1	0.1049	0
3709	1	0.1049	0
3710	1	0.107614	0
3711	1	0.1049	0
3712	1	0.113377	1
3713	1	0.110914	1
3714	1	0.120852	0
3715	1	0.111228	0
3716	1	0.1049	0
3717	1	0.111228	0
3718	1	0.107614	0
3719	1	0.0444775	1
3720	1	0.107614	0
3721	1	0.111228	0
3722	1	0.110914	1
3723	1	0.107614	0
3724	1	0.113377	1
3725	1	0.111228	0
3726	1	0.0300151	1
3727	1	0.120852	0
3728	1	0.1049	0
3729	1	0.133493	1
3730	1	0.1049	0
3731	1	0.111228	0
3732	1	0.111228	0
3733	1	0.1049	0
3734	1	0.0167767	1
3735	1	0.120852	0
3736	1	0.133493	1
3737	1	0.110914	1
3738	1	0.101075	0
3739	1	0.0300151	1
3740	1	0.107614	0
3741	1	0.133493	1
3742	1	0.107614	0
3743	1	0.1049	0
3744	1	0.0444775	1
3745	1	0.113377	1
3746	1	0.0444775	1
3747	1	0.133493	1
3748	1	0.110914	1
3749	1	0.133493	1
3750	1	0.120852	0
3751	1	0.120852	0
3752	1	0.0300151	1
3753	1	0.133493	1
3754	1	0.0167767	1
3755	1	0.120852	0
3756	1	0.120852	0
3757	1	0.101075	0
3758	1	0.0300151	1
3759	1	0.111228	0
3760	1	0.110914	1
3761	1	0.133493	1
3762	1	0.113377	1
3763	1	0.101075	0
3764	1	0.101075	0
3765	1	0.113377	1
3766	1	0.133493	1
3767	1	0.0300151	1
3768	1	0.1049	0
3769	1	0.107614	0
3770	1	0.107614	0
3771	1	0.101075	0
3772	1	0.101075	0
3773	1	0.133493	1
3774	1	0.120852	0
3775	1	0.133493	1
3776	1	0.111228	0
3777	1	0.101075	0
3778	1	0.113377	1
3779	1	0.101075	0
3780	1	0.107614	0
3781	1	0.113377	1
3782	1	0.110914	1
3783	1	0.0300151	1
3784	1	0.101075	0
3785	1	0.1049	0
3786	1	0.113377	1
3787	1	0.101075	0
3788	1	0.101075	0
3789	1	0.0444775	1
3790	1	0.101075	0
3791	1	0.113377	1
3792	1	0.120852	0
3793	1	0.110914	1
3794	1	0.1049	0
3795	1	0.110914	1
3796	1	0.120852	0
3797	1	0.111228	0
3798	1	0.0167767	1
3799	1	0.107614	0
3800	1	0.101075	0
3801	1	0.111228	0
3802	1	0.107614	0
3803	1	0.111228	0
3804	1	0.0167767	1
3805	1	0.107614	0
3806	1	0.110914	1
3807	1	0.110914	1
3808	1	0.110914	1
3809	1	0.133493	1
3810	1	0.110914	1
3811	1	0.133493	1
3812	1	0.0167767	1
3813	1	0.1049	0
3814	1	0.110914	1
3815	1	0.0167767	1
3816	1	0.110914	1
3817	1	0.1049	0
3818	1	0.110914	1
3819	1	0.113377	1
3820	1	0.0300151	1
3821	1	0.101075	0
3822	1	0.1049	0
3823	1	0.1049	0
3824	1	0.101075	0
3825	1	0.0444775	1
3826	1	0.1049	0
3827	1	0.133493	1
3828	1	0.113377	1
3829	1	0.110914	1
3830	1	0.133493	1
3831	1	0.133493	1
3832	1	0.133493	1
3833	1	0.133493	1
3834	1	0.107614	0
3835	1	0.0444775	1
3836	1	0.1049	0
3837	1	0.120852	0
3838	1	0.101075	0
3839	1	0.111228	0
3840	1	0.113377	1
3841	1	0.0167767	1
3842	1	0.113377	1
3843	1	0.113377	1
3844	1	0.120852	0
3845	1	0.1049	0
3846	1	0.0300151	1
3847	1	0.120852	0
3848	1	0.120852	0
3849	1	0.101075	0
3850	1	0.120852	0
3851	1	0.120852	0
3852	1	0.113377	1
3853	1	0.120852	0
3854	1	0.133493	1
3855	1	0.0444775	1
3856	1	0.120852	0
3857	1	0.1049	0
3858	1	0.120852	0
3859	1	0.107614	0
3860	1	0.101075	0
3861	1	0.1049	0
3862	1	0.120852	0
3863	1	0.110914	1
3864	1	0.113377	1
3865	1	0.107614	0
3866	1	0.133493	1
3867	1	0.1049	0
3868	1	0.0300151	1
3869	1	0.0300151	1
3870	1	0.110914	1
3871	1	0.120852	0
3872	1	0.113377	1
3873	1	0.113377	1
3874	1	0.133493	1
3875	1	0.113377	1
3876	1	0.107614	0
3877	1	0.0167767	1
3878	1	0.111228	0
3879	1	0.111228	0
3880	1	0.107614	0
3881	1	0.120852	0
3882	1	0.0300151	1
3883	1	0.111228	0
3884	1	0.1049	0
3885	1	0.120852	0
3886	1	0.133493	1
3887	1	0.133493	1
3888	1	0.111228	0
3889	1	0.107614	0
3890	1	0.101075	0
3891	1	0.111228	0
3892	1	0.120852	0
3893	1	0.120852	0
3894	1	0.120852	0
3895	1	0.0444775	1
3896	1	0.0444775	1
3897	1	0.110914	1
3898	1	0.113377	1
3899	1	0.110914	1
3900	1	0.111228	0
3901	1	0.110914	1
3902	1	0.1049	0
3903	1	0.120852	0
3904	1	0.120852	0
3905	1	0.133493	1
3906	1	0.120852	0
3907	1	0.107614	0
3908	1	0.107614	0
3909	1	0.101075	0
3910	1	0.133493	1
3911	1	0.110914	1
3912	1	0.113377	1
3913	1	0.113377	1
3914	1	0.120852	0
3915	1	0.110914	1
3916	1	0.107614	0
3917	1	0.133493	1
3918	1	0.111228	0
3919	1	0.1049	0
3920	1	0.111228	0
3921	1	0.101075	0
3922	1	0.113377	1
3923	1	0.107614	0
3924	1	0.0444775	1
3925	1	0.113377	1
3926	1	0.110914	1
3927	1	0.1049	0
3928	1	0.133493	1
3929	1	0.0300151	1
3930	1	0.101075	0
3931	1	0.0444775	1
3932	1	0.0167767	1
3933	1	0.0444775	1
3934	1	0.107614	0
3935	1	0.111228	0
3936	1	0.101075	0
3937	1	0.110914	1
3938	1	0.120852	0
3939	1	0.111228	0
3940	1	0.133493	1
3941	1	0.113377	1
3942	1	0.107614	0
3943	1	0.101075	0
3944	1	0.133493	1
3945	1	0.1049	0
3946	1	0.133493	1
3947	1	0.133493	1
3948	1	0.111228	0
3949	1	0.113377	1
3950	1	0.101075	0
3951	1	0.107614	0
3952	1	0.110914	1
3953	1	0.0444775	1
3954	1	0.110914	1
3955	1	0.107614	0
3956	1	0.111228	0
3957	1	0.113377	1
3958	1	0.113377	1
3959	1	0.0444775	1
3960	1	0.120852	0
3961	1	0.1049	0
3962	1	0.0167767	1
3963	1	0.107614	0
3964	1	0.101075	0
3965	1	0.110914	1
3966	1	0.120852	0
3967	1	0.111228	0
3968	1	0.133493	1
3969	1	0.1049	0
3970	1	0.110914	1
3971	1	0.133493	1
3972	1	0.110914	1
3973	1	0.101075	0
3974	1	0.0444775	1
3975	1	0.110914	1
3976	1	0.110914	1
3977	1	0.113377	1
3978	1	0.111228	0
3979	1	0.120852	0
3980	1	0.107614	0
3981	1	0.101075	0
3982	1	0.101075	0
3983	1	0.110914	1
3984	1	0.107614	0
3985	1	0.133493	1
3986	1	0.120852	0
3987	1	0.101075	0
3988	1	0.133493	1
3989	1	0.107614	0
3990	1	0.133493	1
3991	1	0.120852	0
3992	1	0.120852	0
3993	1	0.107614	0
3994	1	0.0300151	1
3995	1	0.133493	1
3996	1	0.1049	0
3997	1	0.133493	1
3998	1	0.113377	1
3999	1	0.101075	0
4000	1	0.110914	1
4001	1	0.0444775	1
4002	1	0.133493	1
4003	1	0.0300151	1
4004	1	0.101075	0
4005	1	0.120852	0
4006	1	0.110914	1
4007	1	0.113377	1
4008	1	0.111228	0
4009	1	0.1049	0
4010	1	0.111228	0
4011	1	0.107614	0
4012	1	0.133493	1
4013	1	0.1049	0
4014	1	0.101075	0
4015	1	0.133493	1
4016	1	0.111228	0
4017	1	0.133493	1
4018	1	0.120852	0
4019	1	0.101075	0
4020	1	0.1049	0
4021	1	0.111228	0
4022	1	0.120852	0
4023	1	0.111228	0
4024	1	0.0444775	1
4025	1	0.111228	0
4026	1	0.133493	1
4027	1	0.113377	1
4028	1	0.0300151	1
4029	1	0.133493	1
4030	1	0.110914	1
4031	1	0.120852	0
4032	1	0.110914	1
4033	1	0.120852	0
4034	1	0.107614	0
4035	1	0.110914	1
4036	1	0.113377	1
4037	1	0.1049	0
4038	1	0.107614	0
4039	1	0.107614	0
4040	1	0.107614	0
4041	1	0.1049	0
4042	1	0.0167767	1
4043	1	0.1049	0
4044	1	0.133493	1
4045	1	0.120852	0
4046	1	0.133493	1
4047	1	0.133493	1
4048	1	0.113377	1
4049	1	0.101075	0
4050	1	0.113377	1
4051	1	0.110914	1
4052	1	0.1049	0
4053	1	0.113377	1
4054	1	0.110914	1
4055	1	0.113377	1
4056	1	0.107614	0
4057	1	0.133493	1
4058	1	0.110914	1
4059	1	0.133493	1
4060	1	0.107614	0
4061	1	0.120852	0
4062	1	0.101075	0
4063	1	0.1049	0
4064	1	0.113377	1
4065	1	0.111228	0
4066	1	0.133493	1
4067	1	0.111228	0
4068	1	0.113377	1
4069	1	0.111228	0
4070	1	0.120852	0
4071	1	0.111228	0
4072	1	0.111228	0
4073	1	0.111228	0
4074	1	0.107614	0
4075	1	0.107614	0
4076	1	0.101075	0
4077	1	0.101075	0
4078	1	0.110914	1
4079	1	0.0300151	1
4080	1	0.133493	1
4081	1	0.111228	0
4082	1	0.0444775	1
4083	1	0.120852	0
4084	1	0.101075	0
4085	1	0.101075	0
4086	1	0.101075	0
4087	1	0.120852	0
4088	1	0.101075	0
4089	1	0.1049	0
4090	1	0.101075	0
4091	1	0.120852	0
4092	1	0.101075	0
4093	1	0.110914	1
4094	1	0.1049	0
4095	1	0.111228	0
4096	1	0.0444775	1
4097	1	0.107614	0
4098	1	0.101075	0
4099	1	0.120852	0
4100	1	0.111228	0
4101	1	0.113377	1
4102	1	0.110914	1
4103	1	0.110914	1
4104	1	0.110914	1
4105	1	0.1049	0
4106	1	0.1049	0
4107	1	0.110914	1
4108	1	0.133493	1
4109	1	0.107614	0
4110	1	0.101075	0
4111	1	0.111228	0
4112	1	0.1049	0
4113	1	0.101075	0
4114	1	0.133493	1
4115	1	0.110914	1
4116	1	0.133493	1
4117	1	0.113377	1
4118	1	0.133493	1
4119	1	0.120852	0
4120	1	0.111228	0
4121	1	0.111228	0
4122	1	0.0167767	1
4123	1	0.101075	0
4124	1	0.107614	0
4125	1	0.107614	0
4126	1	0.133493	1
4127	1	0.120852	0
4128	1	0.111228	0
4129	1	0.113377	1
4130	1	0.107614	0
4131	1	0.110914	1
4132	1	0.101075	0
4133	1	0.107614	0
4134	1	0.101075	0
4135	1	0.113377	1
4136	1	0.107614	0
4137	1	0.120852	0
4138	1	0.1049	0
4139	1	0.113377	1
4140	1	0.111228	0
4141	1	0.107614	0
4142	1	0.0300151	1
4143	1	0.1049	0
4144	1	0.120852	0
4145	1	0.120852	0
4146	1	0.133493	1
4147	1	0.0300151	1
4148	1	0.107614	0
4149	1	0.1049	0
4150	1	0.133493	1
4151	1	0.113377	1
4152	1	0.0300151	1
4153	1	0.1049	0
4154	1	0.0167767	1
4155	1	0.120852	0
4156	1	0.0167767	1
4157	1	0.107614	0
4158	1	0.107614	0
4159	1	0.120852	0
4160	1	0.110914	1
4161	1	0.133493	1
4162	1	0.120852	0
4163	1	0.111228	0
4164	1	0.101075	0
4165	1	0.101075	0
4166	1	0.107614	0
4167	1	0.110914	1
4168	1	0.113377	1
4169	1	0.0300151	1
4170	1	0.107614	0
4171	1	0.101075	0
4172	1	0.0444775	1
4173	1	0.101075	0
4174	1	0.107614	0
4175	1	0.101075	0
4176	1	0.0444775	1
4177	1	0.101075	0
4178	1	0.1049	0
4179	1	0.111228	0
4180	1	0.107614	0
4181	1	0.133493	1
4182	1	0.113377	1
4183	1	0.111228	0
4184	1	0.133493	1
4185	1	0.110914	1
4186	1	0.111228	0
4187	1	0.107614	0
4188	1	0.107614	0
4189	1	0.133493	1
4190	1	0.0300151	1
4191	1	0.101075	0
4192	1	0.113377	1
4193	1	0.133493	1
4194	1	0.120852	0
4195	1	0.1049	0
4196	1	0.111228	0
4197	1	0.120852	0
4198	1	0.113377	1
4199	1	0.0444775	1
4200	1	0.120852	0
4201	1	0.107614	0
4202	1	0.133493	1
4203	1	0.113377	1
4204	1	0.1049	0
4205	1	0.101075	0
4206	1	0.0444775	1
4207	1	0.0444775	1
4208	1	0.113377	1
4209	1	0.120852	0
4210	1	0.101075	0
4211	1	0.111228	0
4212	1	0.0300151	1
4213	1	0.120852	0
4214	1	0.0167767	1
4215	1	0.113377	1
4216	1	0.101075	0
4217	1	0.120852	0
4218	1	0.107614	0
4219	1	0.113377	1
4220	1	0.110914	1
4221	1	0.1049	0
4222	1	0.113377	1
4223	1	0.1049	0
4224	1	0.113377	1
4225	1	0.113377	1
4226	1	0.101075	0
4227	1	0.1049	0
4228	1	0.0444775	1
4229	1	0.1049	0
4230	1	0.1049	0
4231	1	0.113377	1
4232	1	0.0444775	1
4233	1	0.110914	1
4234	1	0.111228	0
4235	1	0.133493	1
4236	1	0.110914	1
4237	1	0.120852	0
4238	1	0.110914	1
4239	1	0.111228	0
4240	1	0.110914	1
4241	1	0.110914	1
4242	1	0.113377	1
4243	1	0.133493	1
4244	1	0.113377	1
4245	1	0.120852	0
4246	1	0.101075	0
4247	1	0.120852	0
4248	1	0.107614	0
4249	1	0.120852	0
4250	1	0.110914	1
4251	1	0.111228	0
4252	1	0.133493	1
4253	1	0.120852	0
4254	1	0.111228	0
4255	1	0.0444775	1
4256	1	0.133493	1
4257	1	0.133493	1
4258	1	0.101075	0
4259	1	0.110914	1
4260	1	0.1049	0
4261	1	0.107614	0
4262	1	0.111228	0
4263	1	0.111228	0
4264	1	0.110914	1
4265	1	0.111228	0
4266	1	0.133493	1
4267	1	0.0300151	1
4268	1	0.133493	1
4269	1	0.120852	0
4270	1	0.120852	0
4271	1	0.0300151	1
4272	1	0.133493	1
4273	1	0.0300151	1
4274	1	0.0444775	1
4275	1	0.133493	1
4276	1	0.107614	0
4277	1	0.107614	0
4278	1	0.111228	0
4279	1	0.110914	1
4280	1	0.101075	0
4281	1	0.113377	1
4282	1	0.101075	0
4283	1	0.133493	1
4284	1	0.133493	1
4285	1	0.133493	1
4286	1	0.107614	0
4287	1	0.110914	1
4288	1	0.133493	1
4289	1	0.120852	0
4290	1	0.111228	0
4291	1	0.107614	0
4292	1	0.120852	0
4293	1	0.0300151	1
4294	1	0.133493	1
4295	1	0.120852	0
4296	1	0.113377	1
4297	1	0.133493	1
4298	1	0.110914	1
4299	1	0.120852	0
4300	1	0.110914	1
4301	1	0.120852	0
4302	1	0.101075	0
4303	1	0.107614	0
4304	1	0.111228	0
4305	1	0.0444775	1
4306	1	0.113377	1
4307	1	0.0444775	1
4308	1	0.101075	0
4309	1	0.120852	0
4310	1	0.133493	1
4311	1	0.113377	1
4312	1	0.110914	1
4313	1	0.1049	0
4314	1	0.101075	0
